H_GPS,VH_GPS,Aileron,Elevator,Rudder,IAS,Roll,Pitch,Yaw,p,q,r,a_x,a_y,a_z,H_IMU,VE_IMU,VN_IMU,VU_IMU,H_baro,H_GPS_bias
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.263537556,1492,1490,1496,21.33399582,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1490,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.069,-0.051,-1.012,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6836548,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.33
640.33,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.33
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.098002695,-0.072899312,1.593561053,-0.112518653,-0.011596497,0.046290316,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.997,-0.61,21.41,0.32,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.320622802,1492,1493,1496,21.36916733,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,0.073940374,-0.07540068,1.604157686,-0.084930696,-0.005995872,0.032832645,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.902,-0.74,21.42,0.37,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.379326731,1492,1493,1496,21.34807587,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1492,1493,1496,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.067,-0.052,-0.959,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.6651611,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,640.28
640.28,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,640.28
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.089532055,-0.06120716,1.584183812,-0.031724386,0.019178918,-0.030485747,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.177,0.13,21.68,0.11,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.119538151,1500,1493,1500,21.54654121,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1500,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.061,0.018,-1.023,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7632446,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.48
639.48,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.48
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094173111,-0.059279077,1.576969624,-0.00723238,-0.003501465,-0.026963908,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.153,0.31,21.7,0.06,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.066693753,1499,1493,1500,21.5807476,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,-0.094416507,-0.059129585,1.568022728,-0.002251461,0.00086092,-0.020355433,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,59.13,0.5,21.71,0.07,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.072705768,1499,1493,1500,21.54676437,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1499,1493,1500,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,-0.054,0.019,-1.007,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7666016,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.44
639.44,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.44
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
639.3,-0.434813976,1473,1550,1487,21.94736481,0.906511784,-0.013398633,1.697459221,-0.122567698,0.491477579,0.16534844,0.125,-0.214,-1.728,58.827,-3.94,21.92,0.43,938.7955322,639.3
