H_GPS,VH_GPS,Aileron,Elevator,Rudder,IAS,Roll,Pitch,Yaw,p,q,r,a_x,a_y,a_z,H_IMU,VE_IMU,VN_IMU,VU_IMU,H_baro,H_GPS_bias
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0421143,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.001131158,0.000864699,-0.122905388,0.000375432,0.000252172,0.000217863,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.031,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.008317306,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0255127,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113405,0.000870593,-0.12289428,0.000251528,0.000284226,0.000313727,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.04,-0.01,0.01,0,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.009692706,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.010564785,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.010564785,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
584.09,0.010564785,1496,1900,1498,0.022061704,0.00113561,0.000876709,-0.12288028,0.000360276,0.00017977,0.000281056,0,0,-1.001,0.048,-0.01,0.01,-0.01,945.0279541,584.09
