H_GPS,VH_GPS,Aileron,Elevator,Rudder,IAS,Roll,Pitch,Yaw,p,q,r,a_x,a_y,a_z,H_IMU,VE_IMU,VN_IMU,VU_IMU,H_baro,H_GPS_bias,VH_GPS_bias
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,0.006831405,-0.06696593,-3.10538578,-0.080797784,-1.76E-05,0.017379386,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.747,-21.39,-0.84,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.186980188,1495,1493,1498,21.34393311,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.186980188
677.27,-0.187877551,1495,1493,1498,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.064,-0.01,-1.008,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.4945679,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.27,-0.187877551
677.27,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.27,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.011894102,-0.06803406,-3.104372501,-0.068262994,-0.004370161,0.000337465,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.187877551,1494,1494,1497,21.43086815,-0.027876314,-0.069380984,-3.104732275,-0.055770788,-0.006889159,-0.017863274,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.187877551
677.22,-0.209754735,1494,1494,1497,21.40238953,-0.027876314,-0.069380984,-3.104732275,-0.055770788,-0.006889159,-0.017863274,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.209754735
677.22,-0.209754735,1494,1494,1497,21.40238953,-0.027876314,-0.069380984,-3.104732275,-0.055770788,-0.006889159,-0.017863274,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.209754735
677.22,-0.209754735,1494,1494,1497,21.40238953,-0.027876314,-0.069380984,-3.104732275,-0.055770788,-0.006889159,-0.017863274,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.209754735
677.22,-0.209754735,1494,1494,1497,21.40238953,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,-0.209754735
677.22,0.000902924,1494,1494,1497,21.56877708,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.000902924,1494,1494,1497,21.56877708,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.000902924,1494,1494,1497,21.56877708,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.000902924,1494,1494,1497,21.56877708,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.000902924,1494,1494,1497,21.56877708,-0.094547629,-0.058381509,3.106839418,0.196352676,-0.001440219,0.016215727,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.000902924,1494,1494,1497,21.56877708,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.000902924
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.701,-21.43,-0.82,0.18,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1494,1494,1497,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.06,-0.005,-0.987,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5029297,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,677.22,0.068100497
677.22,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,677.22,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.13417685,-0.06025904,3.133336544,1.403852344,-0.024865877,0.105395079,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,0.068100497,1621,1516,1560,21.54088974,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,0.068100497
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.533951521,-0.069821626,-3.132451296,1.577128887,0.026779447,0.078564778,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.043535341,1621,1516,1560,21.52326965,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.043535341
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.302,-21.67,0,0,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1621,1516,1560,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,-0.045,0.089,-1.058,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5442505,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.83,-0.500674844
676.83,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.83,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.83633703,-0.059097175,-3.095120192,0.83295089,0.250299007,0.084445678,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,-0.500674844,1474,1551,1487,21.57413101,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,-0.500674844
676.79,0.253502905,1474,1551,1487,22.37220383,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,0.253502905
676.79,0.253502905,1474,1551,1487,22.37220383,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,0.253502905
676.79,0.253502905,1474,1551,1487,22.37220383,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,0.253502905
676.79,0.253502905,1474,1551,1487,22.37220383,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,0.253502905
676.79,0.253502905,1474,1551,1487,22.37220383,0.67336458,-0.015660793,-2.13452816,-0.093114123,0.138181329,0.196246669,0.119,-0.201,-1.627,99.105,-21.8,-4.25,0.51,934.5712891,676.79,0.253502905
