H_GPS,VH_GPS,Aileron,Elevator,Rudder,IAS,Roll,Pitch,Yaw,p,q,r,a_x,a_y,a_z,H_IMU,VE_IMU,VN_IMU,VU_IMU,H_baro
580.89,-0.29790649,1485.456789,1899.467793,1495.767523,5.874753575,-0.016740821,0.015250364,-0.141965824,-0.015333636,0.000599391,0.002326282,0.027475198,-0.000524066,-1.016438231,0.301712307,6.788610251,-0.664714804,-0.336213871,945.5506048
580.89,-0.233740954,1494.346581,1905.123974,1498.044706,5.993301411,-0.000174272,0.026605428,-0.054786013,0.013187398,0.003244941,0.003940905,0.020952168,-6.26E-05,-0.99982773,3.59192854,6.338235971,0.088049911,-0.036750039,945.2021036
580.89,-0.26109078,1491.324049,1902.359246,1496.213907,6.744620319,-0.009345639,0.017019143,-0.166632319,-0.014734877,0.007231411,0.00015936,0.033074012,-6.83E-05,-1.024969918,-1.138377319,6.989536375,-1.055474549,0.184029483,945.2278973
580.89,-0.187732495,1494.021591,1900.778934,1497.093311,5.879430171,-0.034972995,0.022944892,-0.129360093,0.008884169,0.01401663,-0.003655124,0.019761049,-0.001836592,-0.998059313,2.077086609,6.365211786,-1.359030975,0.06522065,945.125073
580.89,0.380891149,1494.630857,1901.245335,1498.293134,5.724532665,0.018095543,0.021830009,-0.026718064,0.007086433,0.005430874,0.003470693,0.025589851,0.003011892,-1.005773858,0.166890003,6.450943644,-0.321128085,0.187553305,945.3507733
580.89,-0.264289589,1492.252767,1900.974427,1497.844707,5.698507389,-0.015381512,0.016436118,-0.056361191,0.059294781,0.001317119,0.004924199,0.029421427,-0.000660247,-1.003372652,0.714838403,5.920826475,0.447219103,0.160628208,945.1965268
580.89,0.025107681,1492.521602,1907.854228,1497.679527,6.207602446,-0.006435482,0.022639731,-0.130109673,0.023410465,-0.002168229,0.000957618,0.013861659,0.000515164,-1.00391826,-1.081592398,7.204199353,-0.355183673,0.197801026,945.3380524
580.89,0.330712802,1488.404938,1900.572059,1498.985686,6.105593734,0.014213966,0.02302547,-0.018034475,-0.009582592,0.004559081,-0.002905366,0.038582877,-0.001984228,-1.009327692,-1.212699728,7.017163469,-0.487075738,0.157530197,945.2289348
580.89,0.027823031,1492.028434,1899.634202,1495.28136,6.611312877,0.050494069,0.015364262,0.01600225,0.00715338,-0.001375348,0.003178077,0.027186284,-0.002654982,-0.971204172,1.994808563,7.436345007,-0.664400929,-0.037529167,945.2010363
580.89,0.217827067,1497.416876,1899.97319,1495.01086,5.522423498,-0.01824175,0.01703468,-0.092528875,-0.046606778,0.006924267,-0.015258323,0.024044719,0.000888611,-0.975576069,-1.534907802,6.11433678,-2.060129017,-0.148062093,945.5699565
580.89,0.305593388,1492.944813,1894.510757,1497.509727,6.529455502,-0.020854418,0.026913299,-0.176366107,0.025279328,0.004732208,-0.002551281,0.020959345,-0.000106122,-1.011636397,-1.814882918,7.477310715,-1.205736214,0.248620775,945.5047678
580.89,-0.673681966,1489.928459,1905.267293,1497.004449,6.365643639,-0.011516518,0.023715899,-0.179451401,2.92E-05,0.000393093,0.003203393,0.028209557,7.54E-06,-1.00052754,1.893475125,6.003176836,-0.969368394,0.486496203,945.3770299
580.89,-0.241279089,1494.914377,1901.494726,1498.2682,5.973649426,0.012156106,0.01516775,-0.083851562,0.008271522,0.011301403,-0.005091491,0.024727053,0.000123906,-1.003481913,-4.666736629,6.372809194,-1.124571645,-0.03295415,945.5020161
580.89,-0.1118617,1488.932859,1905.376939,1495.703461,5.678905866,0.022485762,0.019780535,-0.101486416,0.025393228,0.002146025,0.00084476,0.022554549,0.000171251,-0.987847957,-0.001902473,6.070861004,-0.774454697,-0.160439668,945.7175209
580.89,-0.35650337,1493.075898,1898.037608,1497.745371,6.036716889,-0.028653449,0.01924094,-0.120712591,0.015062735,-0.001625652,0.003289977,0.031142808,0.000152354,-1.010212808,0.654889889,7.300429891,-0.091128573,0.394101865,945.4040465
